mensagem,data,aspecto
"maiores fraudes brasileiras:
lula;
bolsonaro;
inss .
o brasil é o país das fraudes.",2025-05-01,lula
a operação contra a fraude no inss ocorreu no governo lula ou bolsonaro?,2025-05-01,lula
"analisando o inalisavel, o roubo no inss vem desde 2019 segundo investigações passando pelo governo bolsonaro e só foi descoberto agora no governo lula, isto mostra o quanto este governo é corrupto seus comparsas exageraram na dose ou seja meteram a mão na grana sem dó e piedade.",2025-05-01,lula
"engraçado o povo culpando o lula pelo inss como se o roubo não tivesse começado com o lixo do bolsonaro 🫠 a presidência atual que expôs essa putaria, alienados do caralho",2025-05-01,lula
"lula não tá diretamente ligado à fraude do inss, que desviou r$ 6,3 bilhões de aposentados. começou no governo bolsonaro (2019-2022), mas cresceu no governo lula (2023-2024), com 64% do total. o irmão do lula tá numa entidade investigada, o que levanta suspeitas, mas sem prova contra ele. em 2024, lula mandou usar biometria e cancelar descontos ilegais. em abril 2025, demitiu o chefe do inss após a polícia federal agir. podia ter sido mais rápido, mas tá combatendo. a culpa parece ser do sistema, não só de um governo.",2025-05-01,lula
"mais de 2 anos depois que pt tem lula como presidente , pt derrubou no congresso lei do bolsonaro em 2022 que impedia fraudes no inss e quadruplicou com lula e você ainda insiste passar pano gadando pro lula como se a culpa não fosse dele. é bizarro seu fanatismo!",2025-05-01,lula
"the inss fraud began in 2019 under bolsonaro's government and continued into lula's term, with losses of r$6.3 billion. both share responsibility: bolsonaro for its start, lula for 60% of deductions in 2023-2024. no specific person was identified as blocked from preventing it, though 2019 anti-fraud plans lacked follow-through. lula's government acted in 2025, removing the inss president and starting a congressional inquiry.",2025-05-01,lula
"olá! o escândalo do roubo no inss, que envolveu fraudes de r$ 6,3 bilhões com descontos indevidos em benefícios, começou em 2019, durante o governo de jair bolsonaro. 

as investigações apontam que o esquema se estendeu até 2024, já no governo de lula, mas o início foi na gestão bolsonaro, sob a presidência de renato rodrigues vieira no inss. embora haja debates sobre raízes sistêmicas em governos anteriores, os dados confirmam 2019 como o ponto de partida desse caso específico.",2025-05-01,lula
o bolsonaro depositava dinheiro do inss na conta do irmão do lula ?,2025-05-01,lula
"sim, a fraude do inss que começou em 2019 está sendo investigada. o esquema, que envolveu r$6,3 bilhões em descontos irregulares de benefícios, ocorreu entre 2019 e 2024, abrangendo os governos bolsonaro e lula. 

a investigação, conduzida pela polícia federal e cgu, tomou medidas significativas em 2025, como:  
- o afastamento do presidente do inss em abril.  
- a suspensão de seis servidores e prisões de envolvidos.  
- apreensão de bens avaliados em mais de r$1 bilhão.  

embora a fraude tenha começado sob bolsonaro, sua continuidade até 2024 levanta questões sobre a responsabilidade de ambos os governos. as ações recentes mostram esforço para resolver o problema.",2025-05-01,lula
"porque será que a  , o  , a  , o  , o  , entre outros, não dão destaque ao careca do inss e ao ex ministro da previdência do desgoverno bolsonaro? estão tentando colar no lula uma fraude que é do bozo. ah, sei, por 2026, né?",2025-05-01,lula
"qual lei que o lula criou pra acabar com a fraude ? 
não precisava de lei nenhuma. o agu do bolsonaro nomeou o procurador geral do inss preso na operação!! 
durante seu governo foram feitas várias denúncias e eles não investigaram !!",2025-05-01,lula
"não há evidência de uma lei antifraude específica do inss que tenha sido criada ou revogada recentemente. o combate a fraudes é regido por leis gerais, como o código penal (artigos 171 e 312) e a lei 8.213/1991. 

a mp 871/2019, criada por bolsonaro, visava combater fraudes no inss, mas foi alterada pelo congresso, com apoio de pt e centrão, o que enfraqueceu suas medidas, segundo alguns relatos. já o governo lula intensificou a fiscalização em 2023, mas a fraude cresceu, atingindo r$ 1,3 bilhão. o foco parece ser mais falhas de fiscalização do que uma revogação direta de lei.",2025-05-01,lula
"1. o escândalo do inss começou em 2019, sob o governo bolsonaro.
2. as investigações começaram em 2023, sob o governo lula.
3. não há evidências de que bolsonaro investigou esse caso.
4. frei chico não é investigado, mas seu sindicato, sindnapi, sim.
5. frei chico virou vice-presidente do sindnapi em 2023.",2025-05-01,lula
"1. o escândalo do inss começou em 2019, sob o governo bolsonaro.  
2. as investigações começaram em 2025, sob o governo lula.  
3. não há evidências de que bolsonaro investigou o escândalo.  
4. sim, frei chico, irmão de lula, está sendo investigado por seu papel no sindnapi.  
5. frei chico virou dirigente (vice-presidente) do sindnapi em 2024.",2025-05-01,lula
"na epoca do  não tivemos nenhum indicio de corrupção sequer. 
lula mau entrou, e começou diversos escandalos que foram abafados pela mídia. lula está lá já a quase 3 anos, e agora vem esse assalto no inss, no governo dele, não tem nada haver com o bolsonaro. 
safado",2025-05-01,lula
"bolsonaro  não  abre a boca para falar do inss,  com certeza  ele já  sabe, pq não  sai do celular!!!  e  aí??",2025-05-01,lula
"o lula está gritando como ""maritaca"", dizendo ser culpa de bolsonaro, esse escândalo do inss.
leia a redação divulgada por jair bolsonaro e comprove que ele é muito inocente na causa.
bolsonaro fez de tudo pra evitar tramóias.
cc.",2025-04-30,lula
"o governo bolsonaro contribuiu para os desvios no inss ao assinar acordos com entidades envolvidas em deduções não autorizadas entre 2019 e 2022, com cerca de r$2,5 bilhões em descontos. porém, a fraude cresceu sob lula, com r$4,1 bilhões (64% do total) em 2023-2024. ambos os governos têm responsabilidade: bolsonaro por criar as condições e lula por não conter o problema a tempo. questões sistêmicas, como falta de controles, agravam a situação.",2025-05-01,lula
"cpi do dia 8 a direita assinou e se deu mal, a cpi do inss a esquerda sabe que tem gente de direita errada nesse caso que aconteceu tb durante o governo bolsonaro, mas nao querem assim pra nao desgastar lula na eleição 2026.",2025-05-01,lula
mídia esgoto! desinforma jogando a culpa nas costas do lula. o roubo começou com temer. a pf descobriu em 2019. bolsonaro brecou a pf. lula mandou apurar! a denúncia vai para a pgr com o nome dos bois! aí quero ver divulgarem os nomes daqueles que dirigiram o inss na época.,2025-05-01,lula
"se bolsonaro tivesse apertado o botão vermelho da bomba, iam dizer que foi o lula que colocou a pilha. querem passar pano até pra esquema de desconto indevido no inss “não foi ele, foi o governo atual!” claro, porque nos 4 anos anteriores era tudo um paraíso previdenciário, né?",2025-05-01,lula
ele foi nomeado pelo bolsonaro golpista para roubar grana do povo no inss e membros gopistas do pl e bozomions vagabundos estão divulgando fake news contra gov lula sobre isso confira o vídeo de lflix!,2025-05-01,lula
"""fraude do inss é culpa do governo lula ou do governo bolsonaro?""
porta voz do regime, pergunta isso sabendo que o irmão do lula está envolvido no esquema. jornazista é lixo mesmo.",2025-05-01,lula
"the 6 billion brl inss fraud, investigated by the pf, mostly occurred during jair bolsonaro’s presidency (2019–2022). spanning 2019–2024, the fraud saw most agreements enabling unauthorized deductions signed in 2021–2022 under bolsonaro. lula’s administration (2023–2024) initiated investigations in 2023, launching “operação sem desconto” in 2025, though it faced delays in 2024. the timeline and agreement dates point to bolsonaro’s term for the bulk of the fraud.",2025-05-01,lula
"quem diria, rogério marinho e ricardo barros (homens de bolsonaro e temer) envolvidos na corrupção do inss. que coisa, hein...🤦🏻‍♀️

♦️fim da escala 6x1 

♦️isenção do ir pra quem recebe até r$ 5 mil

governo lula faz 👊🚩

lula de novo",2025-04-30,lula
"vai ficar feio pro governo se ô carlo lupi for demitido, se ñ fosse ele ô ministro talvez nunca teríamos descobrido essa roubalheira no inss, 2 anos e meio do temer, 4 anos de bolsonaro, 2 anos e 5 meses de lula, vejam 👉🏾 6 anos e meio fora ô governo do pt,",2025-05-01,lula
"inss: crime perfeito? dinheiro para companheiros, pagador de impostos vai devolver!

⚡1 moraes libera bolsonaro, criticou forte: senador rogerio marinho sobre pronunciamento de lula",2025-05-01,lula
"não há evidências públicas de que alessandro stefanutto, conhecido como ""o careca do inss"", tenha feito doações a bolsonaro. pesquisas em registros e notícias não mostram qualquer contribuição financeira dele para a campanha de bolsonaro.

stefanutto foi presidente do inss e atuou na transição entre os governos bolsonaro e lula, mas isso foi em um papel profissional, não financeiro. o escândalo de fraude no inss, que envolveu desvios de r$6,3 bilhões entre 2019 e 2024, abrangeu ambos os governos, o que torna o tema complexo, mas não há indícios de laços financeiros diretos aqui.",2025-05-01,lula
"pois é, sem os mais pobres são prejudicados... orçamento secreto, criado pelo bolsonaro e lula continuou. corrupção do inss, das 11 instituições investigadas, 9 foram criadas no governo do bolsonaro, lula foi e continuou... ou seja entra governo e sai governo, só somos roubados.",2025-05-01,lula
"a ex-conselheira e professora tônia galleti disse que suspeitou das  fraudes no inss ainda em 2021 e que fez inúmeros alertas, nos governos bolsonaro e lula


o  esconde que o governo bolsonaro não fez nada, explica aí",2025-05-01,lula
"a fraude no inss de r$6,3 bilhões (2019-2024) começou sob bolsonaro, com 9 das 11 entidades investigadas criadas em seu governo, mas os descontos aumentaram 84% em 2023, sob lula. ambos os lados têm responsabilidade. lula agiu, afastando o presidente do inss e suspendendo descontos.

além disso, o app meu inss, que usa ia, está rejeitando pedidos legítimos, afetando trabalhadores rurais com baixa alfabetização digital, como casos de erros de gênero. é um problema complexo, que exige mais transparência e revisão manual para proteger os beneficiários.",2025-05-01,lula
"bolsonaro sancionou lei pra dificultar fraude no inss.
centrão e sindicatos base pt pressionaram congresso pra derrubar a lei.
fraude quadruplica depois que lula troca a diretoria do inss.
sindicato do irmão do lula envolvido.
lupi sabia...
vai passar pano por serem de esquerda?",2025-05-01,lula
"não, zema não está mentindo, mas sua afirmação é simplista. a fraude no inss começou em 2019, sob bolsonaro, não lula, como ele sugere ao culpar o pt. porém, 64% dos casos ocorreram em 2023-2024, durante o governo lula, que demorou para agir, apesar de alertas em 2023. zema exagera ao atribuir a fraude ao pt, mas a crítica à demora de lula tem base. é uma simplificação política, não uma mentira completa.",2025-05-01,lula
"the inss scandal breaks out and hits the lula government hard.
billion-dollar fraud, arrested civil servants and silence in the planalto palace.
how long will taxpayers have to pay the bill for corruption?",2025-05-02,lula
"cara, fraude no inss é mais velho que nós dois, aconteceu em todos os governos pós-redemocratização. teu ataque ao lula é tosco, porque não resolve o problema.",2025-05-02,lula
gleisinha este modus operandi de vcs não cola mais não. inventa outra mentira convincente. o corrupto que já tem antecedentes criminais é o governo do pt. bonitinha do lula bolsonaro não tem nada a ver com a roubalheira no inss. quem tem irmão envolvido na fraude é lula.,2025-05-02,lula
"não adianta dracula! 
todo mundo sabe do favorecimento do governo lula a esses sindicatos fajutos!
governo do pt = corrupção bilionária no inss
governo do pt = rombo bilionário nos correios
governo do pt = mensalão 
governo do pt = petrolao
governo do pt = corrupção!",2025-05-02,lula
"ele é o maior estadista vivo do planeta 🌍 
lula outra vez

carlos lupi descobriu no 
ministério da previdência que 
bolsonaro fraudou o inss",2025-05-02,lula
"leiam o fio todo
👏👏👏

ele é o maior estadista vivo do planeta 🌍 
lula outra vez

carlos lupi
ministério da previdência 
bolsonaro fraudou o inss",2025-05-02,lula
sem dúvida o lula falaria o mesmo hoje sobre o roubo do inss para perdoar os inimigos,2025-05-02,lula
"wolney queiroz, novo ministro da previdência de lula, era o braço direito de carlos lupi durante o roubo do inss.
ele esteve no comando durante todo o período do escândalo dos descontos ilegais em aposentadorias.",2025-05-02,lula
"acontece q a questão do inss não tem a ver com lula, veio de bolsonaro. o roubo começa com a instrução normativa de 2019 e continua durante os 4 anos do governo dele, agora o o esquema foi desbaratado.",2025-05-02,lula
"gleisi hoffmann: fraude no inss começou no governo bolsonaro e só foi combatida por lula.
gleisi destacou que o governo atual está empenhado em aprofundar as investigações e responsabilizar os envolvidos.",2025-05-02,lula
"acontece que o lupi no governo dilma fez esquema no ministério do trabalho, e foi resgatado por lula pra fazer esquema e agora foi no inss ou seja lula e seus comparsas.",2025-05-02,lula
"the inss fraud began in 2019 under jair bolsonaro's presidency (2019–2022). it involved unauthorized deductions from retirees' benefits, totaling r$ 6.3 billion by 2024. the investigation started in 2023 under luiz inácio lula da silva's presidency (2023–present), with the cgu and pf taking action. in april 2025, lula's government dismissed the inss president and executed 211 search warrants.",2025-05-02,lula
"escândalo da fraude no inss
corrupção no desgoverno lula em velocidade máxima ! 
1. 569 por hora 🏎️🏎️🏎️🏎️
🚨 impeachment  de lula já !!!",2025-05-02,lula
"o tal de lupe é farinha do mesmo saco do lula,já tinha ficha suja mesmo assim era ministro ou seja tirou vantagens desonestas em outras ocasiões e nada aconteceu, agora com mais esse assalto ao inss simplesmente saí do cargo e nada vai acontecer,brasil dá pizza.",2025-05-02,lula
"the inss fraud of r$6.3 billion began in 2019 under bolsonaro's government (2019-2022, 4 years) and continued under lula's government (2023-2024, 2 years). it involved unauthorized deductions from retirees' benefits. lula's administration uncovered the fraud in april 2025 through operation sem desconto, leading to arrests, suspensions, and asset seizures. both governments share responsibility: bolsonaro for the fraud's start, and lula for delays despite 2023 alerts.",2025-05-02,lula
"o professor acha que foi lula que fez o escândalo do inss
sendo que é do governo temer e passou impune do governo de bolsonaro e o governo lula foi que descobriu e está investigando 
e toda aula tem que suportar piada de gente burra que nem acordou pra vida ainda e quer opinar",2025-05-02,lula
"esse fdp rei da ladroagem cada dia se supera na imbecilidade...

andreazza: lula tenta atribuir crise do inss a bolsonaro

fonte: band
 

compartilhado pelo google app",2025-05-02,lula
"já viu quem vai assumir?

""wolney queiroz, novo ministro da previdência de lula, era o braço direito de carlos lupi durante o roubo do inss!  ele esteve no comando durante todo o período do escândalo dos descontos ilegais em aposentadorias.""",2025-05-02,lula
a mídia internacional está jogando a bosta no ventilador alegando q o irmão do presidente lula está envolvido nesse escândalo do inss.,2025-05-02,lula
"o governo lula descobriu o roubo no inss
o governo lula demitiu os responsáveis
o governo lula vai devolver o dinheiro aos aposentados
o esquema funcionava desde 2019

como o gov lula pode ser corrupto?",2025-05-02,lula
"o regime de ""controle político"" ""voltou ao normal""???
.
desgoverno? efeito lula? mst ? usp?
inss? ibge?  nordeste?
juristocracy? pacheco?   
barroso?",2025-05-01,lula
"55% das menções do inss no x são negativas a lula, 60% são negativas a bolsonaro. a fraude no inss afetou bem mais o bolsonarismo e vai afetar qualquer um que queira se associar a ele. inclusive hoje os inelegíveis associados a ele tudo com problemas na justiça por corrupção.",2025-05-02,lula
a operação custo brasil foi desencadeada em junho de 2016 e tem muita semelhança com a operação de 2025 que pegou o irmão do lula com a mão suja no dinheiro dos aposentados.,2025-05-02,lula
"vai a merda drácula

todos sabem que os roubos no inss começaram a crescer exponencialmente nos governos do lula

bando de ladrão",2025-05-02,lula
parabéns presidente lula também obrigar ladrão do bolsonaro devolver os 100.0000 milhões. que careca do inss deu a ele  os roubos,2025-05-02,lula
"🚨presidente lula tem razão . sempre a favor dos aposentados. carlos lupi, embora não seja investigado desse roubo do inss,  tinha que sair do governo lula.",2025-05-02,lula
"quem roubou o inss foi seu presidente ladrao de nove dedos, carlos lupi ja deu cano no ministerio do trabalho de 2023 ja existe denuncias feitas e ele se omitiu, lula destravou a  pec o bolsonaro tinha travado em 2021 no inss, vai la puxar o saco do seu ladrao de 9 dedos",2025-05-02,lula
"lula parou a corrupção no inss 
expulsou imediatamente presidente do inss e vai devolver o dinheiro roubado
porque sou lula ?
por causa disso aí.
lula não protege corrupto.
sem dúvida que vou votar em lula mais uma vez em 2026",2025-05-02,lula
"🚨urgente: lula, por meio da agu, exige que todas as associações que participaram da fraude do inss ressarçam quem foi roubado! essa corrupção explodiu no desgoverno bolsonaro, que virou as costas para os aposentados e trabalhadores.
agora, o governo lula está agindo com firmeza",2025-05-02,lula
🚨urgente - carlos lupi não resiste a escândalo bilionário de roubo do inss e pede demissão a lula,2025-05-02,lula
"a casa caiu.
pois é beto, moro, próprio ministro da justiça de bolsonaro explica por que a fraude do inss não foi investigada pelo governo bolsonaro.
bastou chegar o governo lula e a investigação começou na cgu, que a extrema-direita tinha destruído ... 👇",2025-05-02,lula
"que feio fabíola passando pano para tentar limpar o lula deste escandalo de roubo dos velhinhos e doentes do inss o descondenado sabia de tudo,o lupi sabia de tudo e o sindicato do irmão do lula esta envolvido até o pescoço,que jornalista militante vergonhosa tu é ..",2025-05-02,lula
"a fraude no inss, com descontos não autorizados de r$6,3 bilhões, começou em 2019, sob o governo bolsonaro, e cresceu até 2024. investigações apontam que o esquema se intensificou após mudanças regulatórias em 2020. ambos os lados, bolsonaro e lula, trocam acusações, mas a operação que desmantelou a fraude ocorreu no governo lula.",2025-05-02,lula
"escândalos de corrupção voltaram ao regime absoluto estatal???
.
desgoverno? efeito lula? mst ? usp?
inss? ibge?  nordeste?
juristocracy? pacheco?   
barroso?",2025-05-02,lula
"➡️ novo ministro encontra lula, mas reunião sobre inss fica para depois

o presidente lula anunciou wolney queiroz como substituto de lupi na previdência, e eles tiveram apenas breve encontro para nomeação

leia:",2025-05-02,lula
bora ver quanto tempo vai demorar pro governo lula emplacar o lupi no conselho administrativo de uma estatal ou coisa parecida! os pelegos não podem ficar sem uma teta!,2025-05-02,lula
"rombo do inss, lula deveria sofrer impeachment e ele sua quadrilha deveriam serem presos em presídios federais.",2025-05-02,lula
"vai tentar salvar o seu corinthians pq a explosão do rombo só tá aumentando igual aconteceu com a fraude do inss no governo lula, explodiu.",2025-05-02,lula
"a fraude no inss é complexa. evidências sugerem que começou no governo bolsonaro, com muitas entidades autorizadas entre 2019-2022, mas cresceu sob lula, com 64% das deduções suspeitas em 2023-2024. lula suspendeu deduções e planeja reembolsos em 2024, mas a resposta foi considerada lenta. a alegação de doação do principal suspeito à campanha de bolsonaro não foi verificada. ambos os governos compartilham responsabilidade, e a investigação continua.",2025-05-02,lula
"preços no mercado triplicaram, teve rombo no inss e a pobreza está batendo recorde.
o foco desse pessoal nunca foi o pobre, eles até podem dar a entender que simpatizam, mas no fundo, eles querem mais é que o pobre se foda.
lula na cadeia!!",2025-05-01,lula
a jorgina roubou o inss numa época que bolsonaro nem cogitava ser presidente. agora vai se informar quantos anos o pt de dilma e lula estiveram no poder sem terem feito nada a respeito. eu hein.. ela acabou morrendo sem devolver a grana que roubou.,2025-05-02,lula
"a crise em torno do inss  o rompimento do pdt, saída do lupi como o governo lula é  tentar emplacar ciro o traíra a candidatura",2025-05-02,lula
"the inss fraud began in 2019 under bolsonaro's government, with unauthorized deductions from retirees' benefits escalating through 2022. complaints surged in 2022, indicating some awareness during bolsonaro's term. the scheme continued into lula's term, peaking in 2024. investigations started in 2023 under lula, leading to the ""sem desconto"" operation in 2024. both governments share responsibility: bolsonaro for oversight failures, lula for delayed action.",2025-05-02,lula
".


assalto às contas dos velhinhos do inss 

em 2024, a direção do inss dispensou a validação biométrica do sindinapi, sindicato de irmão de lula, o que teria facilitado o roubo de aposentados e pensionistas.
by:",2025-05-02,lula
"o lula disse que seu governo desmontou a fraude no inss.
mentira.
quem desmontou foi a pf, que é órgão do estado e não do governo.
é com essa mesma desfaçatez que o lula blasfema contra israel.",2025-05-02,lula
lula roubou os aposentados do inss,2025-05-02,lula
"de todos os escândalos de corrupção em torno de lula, este é o mais inescrupuloso. 
os ladrões escolheram roubar os analfabetos, indígenas e doentes que encontravam entre os idosos e pensionistas do inss. 
valor do roubo chegou a r$ 6,3 bilhões.
by:",2025-05-02,lula
"o  espera sempre a grandeza nos atos dos outros que ele teria. lupi falhou feio quando não foi ao mp denunciar os alertas que recebeu ou ter montado, no inss, uma força-tarefa para dar conta do problema. precisava sair, mas lula não demitiria. demorou, mas saiu.",2025-05-02,lula
"o regime de ""controle político"" voltou???
.
desgoverno? efeito lula? mst ? usp?
inss? ibge?  nordeste?
juristocracy? pacheco?   
barroso?",2025-05-02,lula
"quarta entidade investigada na fraude do inss ligada ao governo lula , a cebap
filho de ministro de lula advoga pra esse sindicato",2025-05-02,lula
"as investigações seguem celeremente para se descobrir quem fraudou o inss: associações, intermediários e outros grupos, e gente de ponta vai ser presa e punida. carlos lupi pediu demissão para deixar à vontade o governo lula para agir. 
estamos melhorando a previdência.",2025-05-02,lula
"urgente: após dizer que desmontou esquema de roubalheira no inss, lula demite o ministro da previdência. lula era conivente com a roubalheira.",2025-05-02,lula
"parabéns presidente lula por ter mandado investigar esse esquema de corrupção no inss, criado por bolsonaro. 
lula contra a corrupção.",2025-05-02,lula
"🚨 bolsonaro fraudou o inss
🚨 lula contra corrupção 
🚨 carlos lupi pediu demissão 
🚨 lula cuida dos aposentados
🚨 lula outra vez
 .",2025-05-02,lula
"mais um dominó caiu!
carlos lupi pede demissão após escândalo de fraudes no inss.
enquanto isso, o desgoverno segue tropeçando nas próprias mentiras.

quantos mais vão cair antes de lula?",2025-05-02,lula
"lula vai devolver dinheiro dos aposentados??????
o dinheiro não é dele, é dos impostos q a população paga!!! 
enquanto isso o sindicato do irmão do lula fica com o dinheiro roubado dos aposentados do inss !?!?!?",2025-05-02,lula
"lupi entrega cargo de ministro após denúncias no inss; wolney queiroz assume o posto
aliado histórico do pt, ele estava no posto desde o início do governo lula e nega envolvimento nas irregularidades


siga nosso bluesky dilmaresiste",2025-05-02,lula
"desgoverno? efeito lula? mst ? usp?
inss? ibge?  nordeste?
juristocracy? pacheco?   
barroso?  mendes?",2025-05-02,lula
"o ladrão é bostanaro e você, lula foi o cara que investigou e vai punir  os culpados e o amigo de vocês careca do inss tá fudido.",2025-05-02,lula
"ai,  e  vocês estão muito enganados.

a coisa ficou bem feia durante o governo de jair bolsonaro. 
é fácil culpar o lula pq o ministro colega de seu partido, duda! 

bolsonaro roubou o inss",2025-05-02,lula
"em meio à crise do inss, carlos lupi pede demissão do ministério da previdência. o último a sair, apague a luz... se é que vai sobrar alguma luz acesa nesse caos e escuridão que o desgoverno lula está causando em nosso país. lamentável.",2025-05-02,lula
"carlos lupi pediu demissão do cargo de ministro da previdência nesta sexta-feira (2), após reunião com o presidente lula. a saída ocorre 10 dias depois da operação que revelou uma fraude bilionária no inss, que pode ter desviado até r$ 6,3 bilhões de aposentados e pensionistas.",2025-05-02,lula
"o brasil voltou ao mesmo ""regime de controle polittico""???🇻🇪🇧🇷🇨🇺...👀
.
desgoverno? efeito lula? mst ? usp?
inss? ibge?  nordeste?
juristocracy? pacheco?  
barroso?",2025-05-02,lula
é verdade que os descontos fraudulentos do inss aumentaram no governo atual do lula ?,2025-05-02,lula
