mensagem,data,aspecto
o governo lula descobriu o roubo no inss o governo lula demitiu os responsáveis o governo lula vai devolver o dinheiro aos aposentados o esquema funcionava desde 2019 como o gov lula pode ser corrupto?,2025-05-02,lula
"o regime de ""controle político"" ""voltou ao normal""??? . desgoverno? efeito lula? mst ? usp? inss? ibge? nordeste? juristocracy? pacheco? barroso?",2025-05-01,lula
"55 das menções do inss no x são negativas a lula, 60 são negativas a bolsonaro. a fraude no inss afetou bem mais o bolsonarismo e vai afetar qualquer um que queira se associar a ele. inclusive hoje os inelegíveis associados a ele tudo com problemas na justiça por corrupção.",2025-05-02,lula
a operação custo brasil foi desencadeada em junho de 2016 e tem muita semelhança com a operação de 2025 que pegou o irmão do lula com a mão suja no dinheiro dos aposentados.,2025-05-02,lula
vai a merda drácula todos sabem que os roubos no inss começaram a crescer exponencialmente nos governos do lula bando de ladrão,2025-05-02,lula
parabéns presidente lula também obrigar ladrão do bolsonaro devolver os 100.0000 milhões. que careca do inss deu a ele os roubos,2025-05-02,lula
"presidente lula tem razão . sempre a favor dos aposentados. carlos lupi, embora não seja investigado desse roubo do inss, tinha que sair do governo lula.",2025-05-02,lula
"quem roubou o inss foi seu presidente ladrao de nove dedos, carlos lupi ja deu cano no ministerio do trabalho de 2023 ja existe denuncias feitas e ele se omitiu, lula destravou a pec o bolsonaro tinha travado em 2021 no inss, vai la puxar o saco do seu ladrao de 9 dedos",2025-05-02,lula
lula parou a corrupção no inss expulsou imediatamente presidente do inss e vai devolver o dinheiro roubado porque sou lula ? por causa disso aí. lula não protege corrupto. sem dúvida que vou votar em lula mais uma vez em 2026,2025-05-02,lula
"urgente: lula, por meio da agu, exige que todas as associações que participaram da fraude do inss ressarçam quem foi roubado! essa corrupção explodiu no desgoverno bolsonaro, que virou as costas para os aposentados e trabalhadores. agora, o governo lula está agindo com firmeza",2025-05-02,lula
urgente - carlos lupi não resiste a escândalo bilionário de roubo do inss e pede demissão a lula,2025-05-02,lula
"a casa caiu. pois é beto, moro, próprio ministro da justiça de bolsonaro explica por que a fraude do inss não foi investigada pelo governo bolsonaro. bastou chegar o governo lula e a investigação começou na cgu, que a extrema-direita tinha destruído ... ",2025-05-02,lula
"que feio fabíola passando pano para tentar limpar o lula deste escandalo de roubo dos velhinhos e doentes do inss o descondenado sabia de tudo,o lupi sabia de tudo e o sindicato do irmão do lula esta envolvido até o pescoço,que jornalista militante vergonhosa tu é ..",2025-05-02,lula
"a fraude no inss, com descontos não autorizados de r6,3 bilhões, começou em 2019, sob o governo bolsonaro, e cresceu até 2024. investigações apontam que o esquema se intensificou após mudanças regulatórias em 2020. ambos os lados, bolsonaro e lula, trocam acusações, mas a operação que desmantelou a fraude ocorreu no governo lula.",2025-05-02,lula
escândalos de corrupção voltaram ao regime absoluto estatal??? . desgoverno? efeito lula? mst ? usp? inss? ibge? nordeste? juristocracy? pacheco? barroso?,2025-05-02,lula
" novo ministro encontra lula, mas reunião sobre inss fica para depois o presidente lula anunciou wolney queiroz como substituto de lupi na previdência, e eles tiveram apenas breve encontro para nomeação leia:",2025-05-02,lula
bora ver quanto tempo vai demorar pro governo lula emplacar o lupi no conselho administrativo de uma estatal ou coisa parecida! os pelegos não podem ficar sem uma teta!,2025-05-02,lula
"rombo do inss, lula deveria sofrer impeachment e ele sua quadrilha deveriam serem presos em presídios federais.",2025-05-02,lula
"vai tentar salvar o seu corinthians pq a explosão do rombo só tá aumentando igual aconteceu com a fraude do inss no governo lula, explodiu.",2025-05-02,lula
"a fraude no inss é complexa. evidências sugerem que começou no governo bolsonaro, com muitas entidades autorizadas entre 2019-2022, mas cresceu sob lula, com 64 das deduções suspeitas em 2023-2024. lula suspendeu deduções e planeja reembolsos em 2024, mas a resposta foi considerada lenta. a alegação de doação do principal suspeito à campanha de bolsonaro não foi verificada. ambos os governos compartilham responsabilidade, e a investigação continua.",2025-05-02,lula
"preços no mercado triplicaram, teve rombo no inss e a pobreza está batendo recorde. o foco desse pessoal nunca foi o pobre, eles até podem dar a entender que simpatizam, mas no fundo, eles querem mais é que o pobre se foda. lula na cadeia!!",2025-05-01,lula
a jorgina roubou o inss numa época que bolsonaro nem cogitava ser presidente. agora vai se informar quantos anos o pt de dilma e lula estiveram no poder sem terem feito nada a respeito. eu hein.. ela acabou morrendo sem devolver a grana que roubou.,2025-05-02,lula
"a crise em torno do inss o rompimento do pdt, saída do lupi como o governo lula é tentar emplacar ciro o traíra a candidatura",2025-05-02,lula
". assalto às contas dos velhinhos do inss em 2024, a direção do inss dispensou a validação biométrica do sindinapi, sindicato de irmão de lula, o que teria facilitado o roubo de aposentados e pensionistas. by:",2025-05-02,lula
"o lula disse que seu governo desmontou a fraude no inss. mentira. quem desmontou foi a pf, que é órgão do estado e não do governo. é com essa mesma desfaçatez que o lula blasfema contra israel.",2025-05-02,lula
lula roubou os aposentados do inss,2025-05-02,lula
"de todos os escândalos de corrupção em torno de lula, este é o mais inescrupuloso. os ladrões escolheram roubar os analfabetos, indígenas e doentes que encontravam entre os idosos e pensionistas do inss. valor do roubo chegou a r 6,3 bilhões. by:",2025-05-02,lula
"o regime de ""controle político"" voltou??? . desgoverno? efeito lula? mst ? usp? inss? ibge? nordeste? juristocracy? pacheco? barroso?",2025-05-02,lula
"quarta entidade investigada na fraude do inss ligada ao governo lula , a cebap filho de ministro de lula advoga pra esse sindicato",2025-05-02,lula
"as investigações seguem celeremente para se descobrir quem fraudou o inss: associações, intermediários e outros grupos, e gente de ponta vai ser presa e punida. carlos lupi pediu demissão para deixar à vontade o governo lula para agir. estamos melhorando a previdência.",2025-05-02,lula
"urgente: após dizer que desmontou esquema de roubalheira no inss, lula demite o ministro da previdência. lula era conivente com a roubalheira.",2025-05-02,lula
"parabéns presidente lula por ter mandado investigar esse esquema de corrupção no inss, criado por bolsonaro. lula contra a corrupção.",2025-05-02,lula
 bolsonaro fraudou o inss  lula contra corrupção  carlos lupi pediu demissão  lula cuida dos aposentados  lula outra vez .,2025-05-02,lula
"mais um dominó caiu! carlos lupi pede demissão após escândalo de fraudes no inss. enquanto isso, o desgoverno segue tropeçando nas próprias mentiras. quantos mais vão cair antes de lula?",2025-05-02,lula
"lula vai devolver dinheiro dos aposentados?????? o dinheiro não é dele, é dos impostos q a população paga!!! enquanto isso o sindicato do irmão do lula fica com o dinheiro roubado dos aposentados do inss !?!?!?",2025-05-02,lula
"lupi entrega cargo de ministro após denúncias no inss; wolney queiroz assume o posto aliado histórico do pt, ele estava no posto desde o início do governo lula e nega envolvimento nas irregularidades siga nosso bluesky dilmaresiste",2025-05-02,lula
"o ladrão é bostanaro e você, lula foi o cara que investigou e vai punir os culpados e o amigo de vocês careca do inss tá fudido.",2025-05-02,lula
"ai, e vocês estão muito enganados. a coisa ficou bem feia durante o governo de jair bolsonaro. é fácil culpar o lula pq o ministro colega de seu partido, duda! bolsonaro roubou o inss",2025-05-02,lula
"em meio à crise do inss, carlos lupi pede demissão do ministério da previdência. o último a sair, apague a luz... se é que vai sobrar alguma luz acesa nesse caos e escuridão que o desgoverno lula está causando em nosso país. lamentável.",2025-05-02,lula
"carlos lupi pediu demissão do cargo de ministro da previdência nesta sexta-feira (2), após reunião com o presidente lula. a saída ocorre 10 dias depois da operação que revelou uma fraude bilionária no inss, que pode ter desviado até r 6,3 bilhões de aposentados e pensionistas.",2025-05-02,lula
"o brasil voltou ao mesmo ""regime de controle polittico""???... . desgoverno? efeito lula? mst ? usp? inss? ibge? nordeste? juristocracy? pacheco? barroso?",2025-05-02,lula
é verdade que os descontos fraudulentos do inss aumentaram no governo atual do lula ?,2025-05-02,lula
" um dia depois do depoimento do ministro da previdência carlos lupi a uma comissão da câmara, a oposição ao governo lula protocolou um pedido de abertura da cpi. saiba mais em :",2025-05-02,lula
"olá , os desvios de mais de r 6 bilhões no inss começaram em 2019 e seguiram até 2024. isso abrange dois governos: bolsonaro (2019-2022), por 4 anos, e lula (2023-2025), por 2 anos. a fraude foi descoberta e encerrada em abril de 2025, durante o governo lula, por meio de uma operação da pf e cgu, que também afastou o presidente do inss e suspendeu acordos de descontos. a situação reflete desafios sistêmicos que atravessaram ambas as administrações.",2025-05-02,lula
"ou seja, se alguém disse: ""lula mandou investigar a fraude do inss "", isso ainda precisa ser sustentado com uma fonte ou documento oficial. caso contrário, é uma interpretação ou narrativa - não um fato objetivo.",2025-05-02,lula
"boa noite luiz inácio lula da silva, estou disponível para presidir o inss, mais informações inbox. tenho experiência com cálculo de gps.",2025-05-02,lula
"lula e a crise contínua: um escândalo puxando o outro -o governo lula tem enfrentado uma série de crises e escândalos sucessivos, com destaque para a recente demissão do ministro da previdência social, carlos lupi, após a revelação de um esquema bilionário de fraudes no inss. essa foi a 11ª troca ministerial desde o início do mandato em 2023. -a demora na suspensão dos descontos indevidos em aposentadorias e pensões agravou a crise, levando à intervenção direta de lula para afastar o presidente do inss, alessandro stefanutto. -a repercussão do caso gerou pressão política e pode resultar na abertura de uma cpi na câmara dos deputados. -o ministério da saúde enfrenta uma ""distorção contábil de r 44 bilhões"", conforme apontado pela controladoria-geral da união (cgu). -o relatório revelou falhas no monitoramento de processos, especialmente no controle de estoques de medicamentos e insumos importados. -em alguns períodos de 2023, 80 do estoque estava em trânsito internacional, sem baixa adequada nos registros do ministério. -além disso, houve irregularidades na contabilização de vacinas e medicamentos como doações, quando, na realidade, exigiam contrapartidas financeiras. -o ministério da saúde afirmou que já providenciou ajustes operacionais ao longo de 2024, paliativos que nunca resolveram o problema, ou seja, a corrupção em toda a gestão lula 1, 2 e 3.",2025-05-02,lula
porque o sindicato do irmão do lula fez parte do esquema do inss?,2025-05-02,lula
"o comedora de mortadela. se liga ! corrupção no inss foi a vida toda, não se trata de lula ou bozo, trata-se dos políticos e funcionários corruptos que tem nesse país e estes fdp contam com idiotas como vc para continuar tendo um político de estimação e polarizando tudo...",2025-05-02,lula
"mas a culpa caiu nos ombros do lula, afinal de contas, foi o atual presidente o responsáveis pelas investigações. enquanto isso, estão defendendo o desgoverno bolsonaro por ter deixado a roubalheira do inss correr solta de 2019 a 2022. é só no brasil mesmo! são uns vag@bundos.",2025-05-02,lula
lula têm uma conta secreta no vaticano e vcs aí preocupados com a corrupção do inss vcs não vão investigar não ele têm 1.3 bilhões de reais guardados lá em roma acorda ,2025-05-02,lula
roubo no inss: lula nomeia wolney queiroz para o lugar de carlos lupi na pasta da previdência social. wolney era secretário-executivo da previdência e homem de confiança de lupi. ele assume o ministério em meio a uma crise envolvendo descontos roubos fraudulentos de aposentados.,2025-05-02,lula
"sim, claro claro...bolsonaro é que era o vice-presidente de sindicato, e em  de 2 anos desse regime nunca fizeram nada, apesar de sido bolsonaro criar a legislação para coibir fraudes no inss. acredita numa m. dessas quem quiser. impeachment de lula tem de ser feito para ontem !",2025-05-02,lula
"gostaria muito de saber da senhora o porque de bloquear os comentários em seus post's. é medo de cobrança por estar no partido do presidente da câmara que não pauta anistia, não vai instaurar cpi do inss, que faz tudo que lula manda? que está no governo? saia.",2025-05-02,lula
"após reunião com o presidente luiz inácio lula da silva (pt), o ministro da previdência social, carlos lupi (pdt), pediu demissão nesta sexta-feira (2). ele estava à frente da pasta desde janeiro de 2023.",2025-05-02,lula
 urgente: carlos lupi pede demissão do ministério da previdência em meio a escândalos de fraudes no inss! lula já indicou substituto. entenda tudo no vídeo!  ,2025-05-02,lula
"mas ninguém foi preso. o governo lula roubou 6,3 bilhões dos aposentados do inss.",2025-05-02,lula
rogério marinho roubou o inss lula investiga,2025-05-02,lula
 inação de lupi fez escândalo do inss explodir no colo do governo lula o agora ex-ministro lupi demorou para suspender descontos de aposentados e para fazer limpeza no inss leia na coluna de :,2025-05-02,lula
"se o brasileiro tivesse vergonha na cara não votava nem em bolsonaro e nem em lula. o rombo do inss começou em 2019 e continuou, ou seja, nos dois governos desses indivíduos. tudo na mesma laia.",2025-05-02,lula
vamos muito para frente passando pano para bolsonaro e lula,2025-05-02,lula
lula aceita demissão de lupi após escândalo no inss; wolney queiroz assume previdência,2025-05-02,lula
agora que o pdt se lambuzou na merda até dizer chega. o lupi ainda está fedendo com o roubo dos velhinhos do inss. abraça o lula e o pt e continua na bosta.,2025-05-02,lula
"bolsonaro se elegeu prometendo acabar com tudo de errado, colocou sérgio moro no ministério da justiça pra ajudar e eles simplesmente não investigaram a fraude no inss. e o lula? o lula mandou a pf investigar, exonerou os envolvidos e vai ressarcir os aposentados.",2025-05-02,lula
andreazza sobre fraude do inss: no governo lula esquema aumentou; veja vídeo :,2025-05-02,lula
"lupi não resiste a escândalo do inss e lula o troca por wolney queiroz. ministro cai após o escândalo dos descontos irregulares em aposentadorias e pensões do inss, revelado pelo metrópoles.",2025-05-02,lula
"""chico anysio, enéas carneiro e jair bolsonaro são phoda pra karalho a beça! esqueçam o show da lady gaga o copacabana palace, rio de janeiro, e lembrem de eduardo paes, sérgio cabral e do lula ladrão presidiário, o inss, o stf advogados de traficantes a globo lixo!"" tio etulem.",2025-02-23,lula
porque dino não deu 24 h para lula responder sobre o roubo nas aposentadorias do inss ?,2025-05-02,lula
