mensagem,data,aspecto
"Carlos Lupi não é comparsa das fraudes no INSS iniciadas em 2019, pois não estava no governo então. Ele assumiu o Ministério da Previdência em 2023, sob Lula. Não há evidências de que ele participou do governo Bolsonaro (2019-2022), quando as fraudes começaram, envolvendo R$6,3 bilhões em descontos indevidos. Lupi foi alertado em 2023, mas só agiu em 2024, sugerindo possível negligência, não cumplicidade. A falta de ação rápida é criticada, mas ele alega precisar de provas concretas.",2025-05-01,lula
"Maiores Fraudes brasileiras:
Lula;
Bolsonaro;
INSS .
O Brasil é o país das Fraudes.",2025-05-01,lula
"Vc já começa mentindo, tudo isso começou no governo Dilma/Temer, passou por Bolsonaro e se agravou no Lula.... Agora a esquerda não quer a CPI do INSS, pq será ??? Estão entregando tudo de mão beijada!!!",2025-05-01,lula
A operação contra a fraude no INSS ocorreu no governo Lula ou Bolsonaro?,2025-05-01,lula
"Analisando o inalisavel, o roubo no INSS vem desde 2019 segundo investigações passando pelo governo Bolsonaro e só foi descoberto agora no governo Lula, isto mostra o quanto este governo é corrupto seus comparsas exageraram na dose ou seja meteram a mão na grana sem dó e piedade.",2025-05-01,lula
"engraçado o povo culpando o Lula pelo INSS como se o roubo não tivesse começado com o lixo do bolsonaro 🫠 a presidência atual que expôs essa putaria, alienados do caralho",2025-05-01,lula
" Lula não tá diretamente ligado à fraude do INSS, que desviou R$ 6,3 bilhões de aposentados. Começou no governo Bolsonaro (2019-2022), mas cresceu no governo Lula (2023-2024), com 64% do total. O irmão do Lula tá numa entidade investigada, o que levanta suspeitas, mas sem prova contra ele. Em 2024, Lula mandou usar biometria e cancelar descontos ilegais. Em abril 2025, demitiu o chefe do INSS após a Polícia Federal agir. Podia ter sido mais rápido, mas tá combatendo. A culpa parece ser do sistema, não só de um governo. ",2025-05-01,lula
"Mais de 2 anos depois que PT tem Lula como presidente , PT derrubou no congresso lei do Bolsonaro em 2022 que impedia fraudes no INSS e quadruplicou com Lula e você ainda insiste passar pano gadando pro Lula como se a culpa não fosse dele. É bizarro seu fanatismo!",2025-05-01,lula
"  The INSS fraud began in 2019 under Bolsonaro's government and continued into Lula's term, with losses of R$6.3 billion. Both share responsibility: Bolsonaro for its start, Lula for 60% of deductions in 2023-2024. No specific person was identified as blocked from preventing it, though 2019 anti-fraud plans lacked follow-through. Lula's government acted in 2025, removing the INSS president and starting a congressional inquiry.",2025-05-01,lula
"Olá! O escândalo do roubo no INSS, que envolveu fraudes de R$ 6,3 bilhões com descontos indevidos em benefícios, começou em 2019, durante o governo de Jair Bolsonaro. 

As investigações apontam que o esquema se estendeu até 2024, já no governo de Lula, mas o início foi na gestão Bolsonaro, sob a presidência de Renato Rodrigues Vieira no INSS. Embora haja debates sobre raízes sistêmicas em governos anteriores, os dados confirmam 2019 como o ponto de partida desse caso específico.",2025-05-01,lula
O Bolsonaro depositava dinheiro do INSS na conta do irmão do lula ?,2025-05-01,lula
" Sim, a fraude do INSS que começou em 2019 está sendo investigada. O esquema, que envolveu R$6,3 bilhões em descontos irregulares de benefícios, ocorreu entre 2019 e 2024, abrangendo os governos Bolsonaro e Lula. 

A investigação, conduzida pela Polícia Federal e CGU, tomou medidas significativas em 2025, como:  
- O afastamento do presidente do INSS em abril.  
- A suspensão de seis servidores e prisões de envolvidos.  
- Apreensão de bens avaliados em mais de R$1 bilhão.  

Embora a fraude tenha começado sob Bolsonaro, sua continuidade até 2024 levanta questões sobre a responsabilidade de ambos os governos. As ações recentes mostram esforço para resolver o problema.",2025-05-01,lula
"Porque será que a  , o  , a  , o  , o  , entre outros, não dão destaque ao careca do INSS e ao ex ministro da previdência do desgoverno Bolsonaro? Estão tentando colar no Lula uma fraude que é do Bozo. Ah, sei, por 2026, né?",2025-05-01,lula
"Qual lei que o Lula criou pra acabar com a fraude ? 
Não precisava de lei nenhuma. O AGU do Bolsonaro nomeou o procurador geral do inss preso na operação!! 
Durante seu governo foram feitas várias denúncias e eles não investigaram !!

",2025-05-01,lula
"  Não há evidência de uma lei antifraude específica do INSS que tenha sido criada ou revogada recentemente. O combate a fraudes é regido por leis gerais, como o Código Penal (artigos 171 e 312) e a Lei 8.213/1991. 

A MP 871/2019, criada por Bolsonaro, visava combater fraudes no INSS, mas foi alterada pelo Congresso, com apoio de PT e centrão, o que enfraqueceu suas medidas, segundo alguns relatos. Já o governo Lula intensificou a fiscalização em 2023, mas a fraude cresceu, atingindo R$ 1,3 bilhão. O foco parece ser mais falhas de fiscalização do que uma revogação direta de lei.",2025-05-01,lula
"1. O escândalo do INSS começou em 2019, sob o governo Bolsonaro.
2. As investigações começaram em 2023, sob o governo Lula.
3. Não há evidências de que Bolsonaro investigou esse caso.
4. Frei Chico não é investigado, mas seu sindicato, Sindnapi, sim.
5. Frei Chico virou vice-presidente do Sindnapi em 2023.",2025-05-01,lula
"1. O escândalo do INSS começou em 2019, sob o governo Bolsonaro.  
2. As investigações começaram em 2025, sob o governo Lula.  
3. Não há evidências de que Bolsonaro investigou o escândalo.  
4. Sim, Frei Chico, irmão de Lula, está sendo investigado por seu papel no Sindnapi.  
5. Frei Chico virou dirigente (vice-presidente) do Sindnapi em 2024.",2025-05-01,lula
"Na epoca do  não tivemos nenhum indicio de corrupção sequer. 
Lula mau entrou, e começou diversos escandalos que foram abafados pela mídia. Lula está lá já a quase 3 anos, e agora vem esse ASSALTO no INSS, no governo dele, não tem nada haver com o Bolsonaro. 
SAFADO",2025-05-01,lula
"Bolsonaro  não  abre a boca para falar do INSS,  com certeza  ele já  sabe, pq não  sai do celular!!!  E  aí??",2025-05-01,lula
" 
O Lula está gritando como ""maritaca"", dizendo ser culpa de Bolsonaro, esse escândalo do INSS.
Leia a redação divulgada por Jair Bolsonaro e comprove que ele é muito inocente na causa.
Bolsonaro fez de tudo pra evitar tramóias.
cc.

",2025-04-30,lula
"Eu não sou fã de Bolsonaro, mas nessa ""ladroagem"" do INSS ele está totalmente por fora, mesmo porque ele é até praticante e rachadinha e a esquerda brasileira não racha nada, leva tudo que acha pela frente. Até dos aposentados e desvalidos. 
A cara de Lula é a cara do nojo.",2025-05-01,lula
"O governo Bolsonaro contribuiu para os desvios no INSS ao assinar acordos com entidades envolvidas em deduções não autorizadas entre 2019 e 2022, com cerca de R$2,5 bilhões em descontos. Porém, a fraude cresceu sob Lula, com R$4,1 bilhões (64% do total) em 2023-2024. Ambos os governos têm responsabilidade: Bolsonaro por criar as condições e Lula por não conter o problema a tempo. Questões sistêmicas, como falta de controles, agravam a situação.",2025-05-01,lula
"Todos em silêncio, todos assustados com a quadrilha dentro do INSS. Uma quadrilha que agiu no governo Bolsonaro e continuou agindo no governo Lula. O irmão do presidente atual apareceu no escândalo. Onde vamos parar com essa corrupção no Brasil ?",2025-05-01,lula
"Bolsonaro Criou a MP 871 em 2019 para proteger o INSS mas em 2022 os Sindicatos junto a parlamentares Derrubaram a lei.

E por fim 2023 e 2024 os Sindicatos via PT Lula Roubaram TUDO!!",2025-05-01,lula
"CPI do dia 8 a Direita assinou e se deu mal, a CPI do INSS a Esquerda sabe que tem gente de Direita errada nesse caso que aconteceu tb durante o Governo Bolsonaro, mas nao querem assim pra nao desgastar Lula na eleição 2026.",2025-05-01,lula
Mídia esgoto! Desinforma jogando a culpa nas costas do Lula. O roubo começou com Temer. A PF descobriu em 2019. Bolsonaro brecou a PF. Lula mandou apurar! A denúncia vai para a PGR com o nome dos bois! Aí quero ver divulgarem os nomes daqueles que dirigiram o INSS na época.,2025-05-01,lula
"Se Bolsonaro tivesse apertado o botão vermelho da bomba, iam dizer que foi o Lula que colocou a pilha. Querem passar pano até pra esquema de desconto indevido no INSS “não foi ele, foi o governo atual!” Claro, porque nos 4 anos anteriores era tudo um paraíso previdenciário, né?",2025-05-01,lula
ele foi nomeado pelo Bolsonaro golpista para roubar grana do povo no INSS e membros gopistas do PL e bozomions vagabundos estão divulgando fake news contra Gov Lula sobre isso Confira o vídeo de Lflix!  ,2025-05-01,lula
"""Fraude do INSS é culpa do governo Lula ou do governo Bolsonaro?""
Porta voz do regime, pergunta isso sabendo que o irmão do Lula está envolvido no esquema. Jornazista é lixo mesmo.",2025-05-01,lula
"The 6 billion BRL INSS fraud, investigated by the PF, mostly occurred during Jair Bolsonaro’s presidency (2019–2022). Spanning 2019–2024, the fraud saw most agreements enabling unauthorized deductions signed in 2021–2022 under Bolsonaro. Lula’s administration (2023–2024) initiated investigations in 2023, launching “Operação Sem Desconto” in 2025, though it faced delays in 2024. The timeline and agreement dates point to Bolsonaro’s term for the bulk of the fraud.",2025-05-01,lula
"Quem diria, ROGÉRIO MARINHO E RICARDO BARROS (homens de Bolsonaro e temer) envolvidos na corrupção do INSS. QUE COISA, HEIN...🤦🏻‍♀️

♦️FIM DA ESCALA 6X1 

♦️ISENÇÃO DO IR PRA QUEM RECEBE ATÉ R$ 5 MIL

GOVERNO LULA FAZ 👊🚩

LULA DE NOVO


",2025-04-30,lula
"Vai ficar feio pro governo se ô carlo Lupi for demitido, se ñ fosse ele ô ministro talvez nunca teríamos descobrido essa roubalheira no INSS, 2 anos e meio do TEMER, 4 anos de Bolsonaro, 2 anos e 5 meses de Lula, vejam 👉🏾 6 anos e meio fora ô governo do PT,",2025-05-01,lula
"LULA 2026!
A fraude no INSS começou em 2019, primeiro ano de Bolsonaro à frente da presidência da república, observe porque o escândalo não estourou na gestão do ex-presidente.
ELE SABIA DE TUDO E FOI BENEFICIADO.",2025-05-01,lula
"INSS: CRIME PERFEITO? DINHEIRO PARA COMPANHEIROS, PAGADOR DE IMPOSTOS VAI DEVOLVER!

⚡1 MORAES LIBERA BOLSONARO, CRITICOU FORTE: SENADOR ROGERIO MARINHO SOBRE PRONUNCIAMENTO DE LULA 


",2025-05-01,lula
"The claim that all involved in the INSS scandal are leftists is incorrect. The fraud, involving R$6.3 billion from 2019-2024, implicated people from both Bolsonaro and Lula administrations, showing no single political affiliation. There's also no evidence the COVID-19 pandemic stopped investigations; the main probe, ""Sem Desconto,"" happened in 2025. The scandal led to arrests and the dismissal of INSS president Alessandro Stefanutto.",2025-05-01,lula
"Não há evidências públicas de que Alessandro Stefanutto, conhecido como ""o careca do INSS"", tenha feito doações a Bolsonaro. Pesquisas em registros e notícias não mostram qualquer contribuição financeira dele para a campanha de Bolsonaro.

Stefanutto foi presidente do INSS e atuou na transição entre os governos Bolsonaro e Lula, mas isso foi em um papel profissional, não financeiro. O escândalo de fraude no INSS, que envolveu desvios de R$6,3 bilhões entre 2019 e 2024, abrangeu ambos os governos, o que torna o tema complexo, mas não há indícios de laços financeiros diretos aqui.",2025-05-01,lula
"Pois é, sem os mais pobres são prejudicados... Orçamento secreto, criado pelo Bolsonaro e Lula continuou. Corrupção do INSS, das 11 instituições investigadas, 9 foram criadas no Governo do Bolsonaro, Lula foi e continuou... Ou seja entra governo e sai governo, só somos roubados.",2025-05-01,lula
"A ex-conselheira e professora Tônia Galleti disse que suspeitou das  fraudes no INSS ainda em 2021 e que fez inúmeros alertas, nos governos Bolsonaro e Lula


O  esconde que o governo Bolsonaro não fez nada, explica aí  ",2025-05-01,lula
" A fraude no INSS de R$6,3 bilhões (2019-2024) começou sob Bolsonaro, com 9 das 11 entidades investigadas criadas em seu governo, mas os descontos aumentaram 84% em 2023, sob Lula. Ambos os lados têm responsabilidade. Lula agiu, afastando o presidente do INSS e suspendendo descontos.

Além disso, o app Meu INSS, que usa IA, está rejeitando pedidos legítimos, afetando trabalhadores rurais com baixa alfabetização digital, como casos de erros de gênero. É um problema complexo, que exige mais transparência e revisão manual para proteger os beneficiários. ",2025-05-01,lula
"Bolsonaro sancionou lei pra dificultar fraude no INSS.
Centrão e sindicatos base PT pressionaram congresso pra derrubar a lei.
Fraude QUADRUPLICA depois que Lula troca a diretoria do INSS.
Sindicato do IRMÃO do Lula envolvido.
Lupi sabia...
Vai passar pano por serem de esquerda?",2025-05-01,lula
"Não, Zema não está mentindo, mas sua afirmação é simplista. A fraude no INSS começou em 2019, sob Bolsonaro, não Lula, como ele sugere ao culpar o PT. Porém, 64% dos casos ocorreram em 2023-2024, durante o governo Lula, que demorou para agir, apesar de alertas em 2023. Zema exagera ao atribuir a fraude ao PT, mas a crítica à demora de Lula tem base. É uma simplificação política, não uma mentira completa.",2025-05-01,lula
"The INSS scandal breaks out and hits the Lula government hard.
Billion-dollar fraud, arrested civil servants and silence in the Planalto Palace.
How long will taxpayers have to pay the bill for corruption?
  ",2025-05-02,lula
"Temer colocou o teto do INSS em 2017 em 5,9032 SM. Bolsonaro entregou o governo p/ Lula c/ teto do INSS em 5,7661 SM. Lula diminuiu colocando o teto do INSS valendo 3,3738 SM em 2025.",2025-05-02,lula
"Cara, fraude no INSS é mais velho que nós dois, aconteceu em todos os governos pós-redemocratização. Teu ataque ao Lula é tosco, porque não resolve o problema.",2025-05-02,lula
Gleisinha este modus Operandi de vcs não cola mais não. Inventa outra mentira convincente. O corrupto que já tem antecedentes criminais é o governo do PT. Bonitinha do Lula Bolsonaro não tem nada a ver com a roubalheira no INSS. Quem tem irmão envolvido na fraude é Lula. ,2025-05-02,lula
"Não adianta dracula! 
Todo mundo sabe do favorecimento do governo Lula a esses sindicatos fajutos!
Governo do PT = Corrupção bilionária no INSS
Governo do PT = Rombo bilionário nos Correios
Governo do PT = Mensalão 
Governo do PT = Petrolao
Governo do PT = CORRUPÇÃO!",2025-05-02,lula
"Ele é o maior estadista vivo do planeta 🌍 
LULA OUTRA VEZ

CARLOS LUPI descobriu no 
MINISTÉRIO DA PREVIDÊNCIA que 
BOLSONARO FRAUDOU O INSS",2025-05-02,lula
"Leiam o fio todo
👏👏👏

Ele é o maior estadista vivo do planeta 🌍 
LULA OUTRA VEZ

CARLOS LUPI
MINISTÉRIO DA PREVIDÊNCIA 
BOLSONARO FRAUDOU O INSS",2025-05-02,lula
Sem dúvida o Lula falaria o mesmo hoje sobre o roubo do INSS para perdoar os inimigos,2025-05-02,lula
"Wolney Queiroz, novo ministro da previdência de Lula, era o braço direito de Carlos Lupi durante o roubo do INSS.
Ele esteve no comando durante todo o período do escândalo dos descontos ilegais em aposentadorias.",2025-05-02,lula
"Acontece q a questão do INSS não tem a ver com Lula, veio de Bolsonaro. O roubo começa com a instrução normativa de 2019 e continua durante os 4 anos do governo dele, agora o o esquema foi desbaratado.",2025-05-02,lula
"Participação de cada presidente na fraude do INSS:
- Temer autorizou os descontos ilegais
- Bolsonaro permitiu o roubo dos aposentados

- Lula mandou investigar e prender os envolvidos.

       ",2025-05-02,lula
"Gleisi Hoffmann: Fraude no INSS começou no governo Bolsonaro e só foi combatida por Lula.
Gleisi destacou que o governo atual está empenhado em aprofundar as investigações e responsabilizar os envolvidos.
",2025-05-02,lula
"Acontece que o Lupi no governo Dilma fez esquema no ministério do trabalho, e foi resgatado por Lula pra fazer esquema e agora foi no INSS ou seja Lula e seus comparsas.",2025-05-02,lula
"The INSS fraud began in 2019 under Jair Bolsonaro's presidency (2019–2022). It involved unauthorized deductions from retirees' benefits, totaling R$ 6.3 billion by 2024. The investigation started in 2023 under Luiz Inácio Lula da Silva's presidency (2023–present), with the CGU and PF taking action. In April 2025, Lula's government dismissed the INSS president and executed 211 search warrants.",2025-05-02,lula
"ESCÂNDALO DA FRAUDE NO INSS
CORRUPÇÃO NO DESGOVERNO LULA EM VELOCIDADE MÁXIMA ! 
1. 569 por hora 🏎️🏎️🏎️🏎️
🚨 IMPEACHMENT  DE LULA JÁ !!!",2025-05-02,lula
"
O tal de Lupe é farinha do mesmo saco do Lula,já tinha ficha suja mesmo assim era ministro ou seja tirou vantagens desonestas em outras ocasiões e nada aconteceu, agora com mais esse assalto ao INSS simplesmente saí do cargo e nada vai acontecer,Brasil dá pizza.",2025-05-02,lula
" The INSS fraud of R$6.3 billion began in 2019 under Bolsonaro's government (2019-2022, 4 years) and continued under Lula's government (2023-2024, 2 years). It involved unauthorized deductions from retirees' benefits. Lula's administration uncovered the fraud in April 2025 through Operation Sem Desconto, leading to arrests, suspensions, and asset seizures. Both governments share responsibility: Bolsonaro for the fraud's start, and Lula for delays despite 2023 alerts.",2025-05-02,lula
"o professor acha que foi lula que fez o escândalo do inss
sendo que é do governo temer e passou impune do governo de Bolsonaro e o governo lula foi que descobriu e está investigando 
e toda aula tem que suportar piada de gente burra que nem acordou pra vida ainda e quer opinar",2025-05-02,lula
"Esse fdp rei da ladroagem cada dia se supera na imbecilidade...

Andreazza: Lula tenta atribuir crise do INSS a Bolsonaro

Fonte: Band
 

Compartilhado pelo Google app",2025-05-02,lula
"Já viu quem vai assumir?

""Wolney Queiroz, novo ministro da previdência de Lula, era o braço direito de Carlos Lupi durante o roubo do INSS!  Ele esteve no comando durante todo o período do escândalo dos descontos ilegais em aposentadorias.""",2025-05-02,lula
A mídia internacional está jogando a bosta no ventilador alegando q o irmão do Presidente Lula está envolvido nesse escândalo do INSS.,2025-05-02,lula
"O governo Lula descobriu o roubo no INSS
O governo Lula demitiu os responsáveis
O governo Lula vai devolver o dinheiro aos aposentados
O esquema funcionava desde 2019

Como o gov Lula pode ser corrupto?

       ",2025-05-02,lula
"O regime de ""controle político"" ""voltou ao normal""???
.
Desgoverno? Efeito Lula? Mst ? Usp?
Inss? IBGE?  Nordeste?
juristocracy? Pacheco?   
barroso?  
  ",2025-05-01,lula
"55% das menções do INSS no X são negativas a Lula, 60% são negativas a Bolsonaro. A fraude no INSS afetou bem mais o bolsonarismo e vai afetar qualquer um que queira se associar a ele. Inclusive hoje os inelegíveis associados a ele tudo com problemas na justiça por corrupção.",2025-05-02,lula
A OPERAÇÃO CUSTO BRASIL foi desencadeada em junho de 2016 e tem muita semelhança com a Operação de 2025 que pegou o irmão do Lula com a mão suja no dinheiro dos aposentados. ,2025-05-02,lula
" Os desvios de R$ 6,3 bilhões no INSS começaram em 2019 e seguiram até 2024, totalizando 6 anos. Isso inclui:

- 4 anos sob Bolsonaro (2019-2022)
- 2 anos sob Lula (2023-2024)

A fraude foi descoberta e combatida em abril de 2025, durante o governo Lula, por meio da operação da Polícia Federal e da CGU. No entanto, há controvérsias: 60% dos descontos (R$ 3,78 bilhões) ocorreram em 2023-2024, e um sindicato ligado ao irmão de Lula, o Sindnapi, está sob investigação, embora ele não seja diretamente investigado. As responsabilidades ainda estão sendo apuradas.",2025-05-02,lula
"Wolney Queiroz, o novo ministro da previdência de Lula, era o braço direito de Carlos Lupi durante o roubo do INSS e esteve no comando durante todo o período do escândalo dos descontos ilegais em aposentadorias. Trocaram seis por meia dúzia!!! 
😂😂😂😂😂😂😂😂😂😂",2025-05-02,lula
"vai a merda drácula

todos sabem que os roubos no inss começaram a crescer exponencialmente nos governos do lula

bando de ladrão",2025-05-02,lula
Parabéns presidente Lula também obrigar ladrão do Bolsonaro devolver os 100.0000 milhões. Que careca do INSS deu a ele  os roubos,2025-05-02,lula
